State,Strata,Year,WaterAccessPercent,WaterConsumptionMLD
Terengganu,overall,2018,96.0,255.0
Terengganu,rural,2018,92.9,255.0
Terengganu,urban,2018,99.1,255.0
Terengganu,overall,2019,96.0,266.0
Terengganu,rural,2019,92.9,266.0
Terengganu,urban,2019,99.1,266.0
Terengganu,overall,2020,96.0,286.0
Terengganu,rural,2020,92.9,286.0
Terengganu,urban,2020,99.1,286.0
Terengganu,overall,2021,96.0,302.0
Terengganu,rural,2021,92.9,302.0
Terengganu,urban,2021,99.1,302.0
Terengganu,overall,2022,96.0,286.0
Terengganu,rural,2022,92.9,286.0
Terengganu,urban,2022,99.1,286.0
W.P. Labuan,overall,2000,100.0,16.0
W.P. Labuan,rural,2000,100.0,16.0
W.P. Labuan,urban,2000,100.0,16.0
W.P. Labuan,overall,2001,100.0,16.0
W.P. Labuan,rural,2001,100.0,16.0
W.P. Labuan,urban,2001,100.0,16.0
W.P. Labuan,overall,2002,100.0,16.0
W.P. Labuan,rural,2002,100.0,16.0
W.P. Labuan,urban,2002,100.0,16.0
W.P. Labuan,overall,2003,100.0,16.0
W.P. Labuan,rural,2003,100.0,16.0
W.P. Labuan,urban,2003,100.0,16.0
W.P. Labuan,overall,2004,100.0,16.0
W.P. Labuan,rural,2004,100.0,16.0
W.P. Labuan,urban,2004,100.0,16.0
W.P. Labuan,overall,2005,100.0,18.0
W.P. Labuan,rural,2005,100.0,18.0
W.P. Labuan,urban,2005,100.0,18.0
W.P. Labuan,overall,2006,100.0,17.0
W.P. Labuan,rural,2006,100.0,17.0
W.P. Labuan,urban,2006,100.0,17.0
W.P. Labuan,overall,2007,100.0,18.0
W.P. Labuan,rural,2007,100.0,18.0
W.P. Labuan,urban,2007,100.0,18.0
W.P. Labuan,overall,2008,100.0,19.0
W.P. Labuan,rural,2008,100.0,19.0
W.P. Labuan,urban,2008,100.0,19.0
W.P. Labuan,overall,2009,100.0,18.0
W.P. Labuan,rural,2009,100.0,18.0
W.P. Labuan,urban,2009,100.0,18.0
W.P. Labuan,overall,2010,100.0,19.0
W.P. Labuan,rural,2010,100.0,19.0
W.P. Labuan,urban,2010,100.0,19.0
W.P. Labuan,overall,2011,100.0,21.0
W.P. Labuan,rural,2011,100.0,21.0
W.P. Labuan,urban,2011,100.0,21.0
W.P. Labuan,overall,2012,100.0,16.0
W.P. Labuan,rural,2012,100.0,16.0
W.P. Labuan,urban,2012,100.0,16.0
W.P. Labuan,overall,2013,100.0,16.0
W.P. Labuan,rural,2013,100.0,16.0
W.P. Labuan,urban,2013,100.0,16.0
W.P. Labuan,overall,2014,100.0,17.0
W.P. Labuan,rural,2014,100.0,17.0
W.P. Labuan,urban,2014,100.0,17.0
W.P. Labuan,overall,2015,100.0,17.0
W.P. Labuan,rural,2015,100.0,17.0
W.P. Labuan,urban,2015,100.0,17.0
W.P. Labuan,overall,2016,100.0,17.0
W.P. Labuan,rural,2016,100.0,17.0
W.P. Labuan,urban,2016,100.0,17.0
W.P. Labuan,overall,2017,100.0,17.0
W.P. Labuan,rural,2017,100.0,17.0
W.P. Labuan,urban,2017,100.0,17.0
W.P. Labuan,overall,2018,100.0,18.0
W.P. Labuan,rural,2018,100.0,18.0
W.P. Labuan,urban,2018,100.0,18.0
W.P. Labuan,overall,2019,100.0,18.0
W.P. Labuan,rural,2019,100.0,18.0
W.P. Labuan,urban,2019,100.0,18.0
W.P. Labuan,overall,2020,100.0,17.0
W.P. Labuan,rural,2020,100.0,17.0
W.P. Labuan,urban,2020,100.0,17.0
W.P. Labuan,overall,2021,100.0,20.0
W.P. Labuan,rural,2021,100.0,20.0
W.P. Labuan,urban,2021,100.0,20.0
W.P. Labuan,overall,2022,100.0,19.0
W.P. Labuan,rural,2022,100.0,19.0
W.P. Labuan,urban,2022,100.0,19.0
